"combined_bucket","amount_percentile_bin","score_percentile_bin","min_amount","max_amount","min_score","max_score","total_transactions","fraud_transactions","fraud_percentage"
4624,47,24,26.53000,27.90000,"104","109",4432,5,0.11
4625,47,25,26.53000,27.90000,"109","114",4127,1,0.02
4626,47,26,26.53000,27.90000,"114","120",4163,1,0.02
4627,47,27,26.52000,27.90000,"120","125",4370,4,0.09
4628,47,28,26.53000,27.90000,"126","131",4464,4,0.09
4629,47,29,26.53000,27.90000,"131","137",4052,1,0.02
4630,47,30,26.52000,27.90000,"137","143",4238,6,0.14
4631,47,31,26.52000,27.90000,"143","148",4215,8,0.19
4632,47,32,26.53000,27.90000,"148","154",4223,6,0.14
4633,47,33,26.52000,27.90000,"154","159",4341,4,0.09
4634,47,34,26.52000,27.90000,"160","165",4315,2,0.05
4635,47,35,26.53000,27.90000,"165","171",4214,7,0.17
4636,47,36,26.53000,27.90000,"171","176",4182,4,0.10
4637,47,37,26.52000,27.90000,"176","182",4237,3,0.07
4638,47,38,26.52000,27.90000,"182","188",4171,2,0.05
4639,47,39,26.53000,27.90000,"188","194",4334,1,0.02
4640,47,40,26.52000,27.90000,"194","200",4173,4,0.10
4641,47,41,26.52000,27.90000,"200","206",4164,5,0.12
4642,47,42,26.52000,27.90000,"206","211",4259,8,0.19
4643,47,43,26.53000,27.90000,"212","217",4136,7,0.17
4644,47,44,26.52000,27.90000,"218","223",4143,4,0.10
4645,47,45,26.53000,27.90000,"224","229",4072,7,0.17
4646,47,46,26.52000,27.90000,"230","236",4019,7,0.17
4647,47,47,26.53000,27.90000,"236","242",4202,1,0.02
4648,47,48,26.53000,27.90000,"242","249",4216,5,0.12
4649,47,49,26.52000,27.90000,"249","255",3989,6,0.15
4650,47,50,26.52000,27.90000,"255","261",3976,4,0.10
4651,47,51,26.53000,27.90000,"261","267",3981,7,0.18
4652,47,52,26.52000,27.90000,"267","273",3889,2,0.05
4653,47,53,26.53000,27.90000,"274","280",3791,2,0.05
4654,47,54,26.52000,27.90000,"280","287",4072,6,0.15
4655,47,55,26.52000,27.90000,"287","294",3713,2,0.05
4656,47,56,26.52000,27.90000,"294","301",4115,3,0.07
4657,47,57,26.53000,27.90000,"301","307",3832,8,0.21
4658,47,58,26.52000,27.90000,"308","314",3610,8,0.22
4659,47,59,26.52000,27.90000,"314","321",3826,9,0.24
4660,47,60,26.52000,27.90000,"321","328",3608,3,0.08
4661,47,61,26.53000,27.90000,"328","335",3664,7,0.19
4662,47,62,26.53000,27.90000,"336","343",3716,10,0.27
4663,47,63,26.52000,27.90000,"344","351",3530,12,0.34
4664,47,64,26.53000,27.90000,"351","358",3336,6,0.18
4665,47,65,26.52000,27.90000,"358","366",3559,10,0.28
4666,47,66,26.53000,27.90000,"366","373",3639,2,0.05
4667,47,67,26.53000,27.90000,"374","382",3773,4,0.11
4668,47,68,26.53000,27.90000,"382","390",3472,7,0.20
4669,47,69,26.53000,27.90000,"391","399",3476,11,0.32
4670,47,70,26.52000,27.90000,"400","408",3441,12,0.35
4671,47,71,26.53000,27.90000,"408","417",3384,7,0.21
4672,47,72,26.52000,27.90000,"418","427",3485,9,0.26
4673,47,73,26.53000,27.90000,"427","438",3402,11,0.32
4674,47,74,26.53000,27.90000,"438","448",3446,8,0.23
4675,47,75,26.52000,27.90000,"449","459",3370,10,0.30
4676,47,76,26.53000,27.90000,"459","470",3356,8,0.24
4677,47,77,26.53000,27.90000,"470","481",3352,10,0.30
4678,47,78,26.53000,27.90000,"482","494",3225,10,0.31
4679,47,79,26.53000,27.90000,"494","507",3351,14,0.42
4680,47,80,26.52000,27.90000,"507","521",3357,15,0.45
4681,47,81,26.53000,27.90000,"521","537",3220,8,0.25
4682,47,82,26.53000,27.90000,"537","552",3257,11,0.34
4683,47,83,26.52000,27.90000,"552","563",3295,13,0.39
4684,47,84,26.52000,27.90000,"563","576",3229,16,0.50
4685,47,85,26.53000,27.90000,"576","590",3317,15,0.45
4686,47,86,26.53000,27.90000,"590","604",3144,14,0.45
4687,47,87,26.53000,27.90000,"604","619",3046,15,0.49
4688,47,88,26.52000,27.90000,"619","635",3031,19,0.63
4689,47,89,26.52000,27.90000,"635","651",3035,12,0.40
4690,47,90,26.52000,27.90000,"651","664",2779,21,0.76
4691,47,91,26.52000,27.90000,"665","679",2645,19,0.72
4692,47,92,26.53000,27.90000,"679","696",2629,15,0.57
4693,47,93,26.53000,27.90000,"696","713",2450,9,0.37
4694,47,94,26.53000,27.90000,"713","733",2315,20,0.86
4695,47,95,26.53000,27.90000,"733","753",2098,17,0.81
4696,47,96,26.53000,27.90000,"753","769",1966,12,0.61
4697,47,97,26.53000,27.90000,"769","789",1814,17,0.94
4698,47,98,26.53000,27.90000,"789","810",1654,16,0.97
4699,47,99,26.53000,27.90000,"811","838",1436,15,1.04
4700,47,100,26.53000,27.90000,"839","995",1232,21,1.70
4701,48,1,27.90000,27.99000,"003","019",4254,3,0.07
4702,48,2,27.90000,27.99000,"019","026",3541,4,0.11
4703,48,3,27.90000,27.99000,"026","032",3414,7,0.21
4704,48,4,27.90000,27.99000,"032","037",3744,1,0.03
4705,48,5,27.90000,27.99000,"037","041",3769,3,0.08
4706,48,6,27.90000,27.99000,"041","045",3807,3,0.08
4707,48,7,27.90000,27.99000,"045","048",3807,0,0.00
4708,48,8,27.90000,27.99000,"048","051",4356,2,0.05
4709,48,9,27.90000,27.99000,"052","055",4237,3,0.07
4710,48,10,27.90000,27.99000,"056","059",4319,2,0.05
4711,48,11,27.90000,27.99000,"059","063",4139,1,0.02
4712,48,12,27.90000,27.99000,"063","066",4324,2,0.05
4713,48,13,27.90000,27.99000,"066","069",4208,3,0.07
4714,48,14,27.90000,27.99000,"070","073",4746,5,0.11
4715,48,15,27.90000,27.99000,"073","076",4245,3,0.07
4716,48,16,27.90000,27.99000,"076","079",4593,3,0.07
4717,48,17,27.90000,27.99000,"080","083",4544,0,0.00
4718,48,18,27.90000,27.99000,"083","086",4299,2,0.05
4719,48,19,27.90000,27.99000,"086","089",5048,6,0.12
4720,48,20,27.90000,27.99000,"089","092",4358,3,0.07
4721,48,21,27.90000,27.99000,"092","096",4319,5,0.12
4722,48,22,27.90000,27.99000,"096","099",4939,3,0.06
4723,48,23,27.90000,27.99000,"099","103",4278,3,0.07
4724,48,24,27.90000,27.99000,"104","109",4873,2,0.04
4725,48,25,27.90000,27.99000,"109","114",4532,6,0.13
4726,48,26,27.90000,27.99000,"114","120",4667,5,0.11
4727,48,27,27.90000,27.99000,"120","125",4824,3,0.06
4728,48,28,27.90000,27.99000,"126","131",4957,9,0.18
4729,48,29,27.90000,27.99000,"131","137",4774,1,0.02
4730,48,30,27.90000,27.99000,"137","143",4729,1,0.02
4731,48,31,27.90000,27.99000,"143","148",4746,8,0.17
4732,48,32,27.90000,27.99000,"148","154",4758,2,0.04
4733,48,33,27.90000,27.99000,"154","159",5016,6,0.12
4734,48,34,27.90000,27.99000,"160","165",5006,4,0.08
4735,48,35,27.90000,27.99000,"165","171",4870,5,0.10
4736,48,36,27.90000,27.99000,"171","176",4782,5,0.10
4737,48,37,27.90000,27.99000,"176","182",4828,4,0.08
4738,48,38,27.90000,27.99000,"182","188",4824,5,0.10
4739,48,39,27.90000,27.99000,"188","194",4805,4,0.08
4740,48,40,27.90000,27.99000,"194","200",4824,6,0.12
4741,48,41,27.90000,27.99000,"200","206",4651,6,0.13
4742,48,42,27.90000,27.99000,"206","211",4887,7,0.14
4743,48,43,27.90000,27.99000,"212","217",4740,3,0.06
4744,48,44,27.90000,27.99000,"218","223",4601,8,0.17
4745,48,45,27.90000,27.99000,"224","229",4559,7,0.15
4746,48,46,27.90000,27.99000,"230","236",4447,7,0.16
4747,48,47,27.90000,27.99000,"236","242",4593,7,0.15
4748,48,48,27.90000,27.99000,"242","249",4509,4,0.09
4749,48,49,27.90000,27.99000,"249","255",4445,7,0.16
4750,48,50,27.90000,27.99000,"255","261",4305,7,0.16
4751,48,51,27.90000,27.99000,"261","267",4225,10,0.24
4752,48,52,27.90000,27.99000,"267","273",4078,9,0.22
4753,48,53,27.90000,27.99000,"274","280",4052,2,0.05
4754,48,54,27.90000,27.99000,"280","287",4225,4,0.09
4755,48,55,27.90000,27.99000,"287","294",3937,7,0.18
4756,48,56,27.90000,27.99000,"294","301",4105,14,0.34
4757,48,57,27.90000,27.99000,"301","307",3910,4,0.10
4758,48,58,27.90000,27.99000,"308","314",3582,7,0.20
4759,48,59,27.90000,27.99000,"314","321",3868,9,0.23
4760,48,60,27.90000,27.99000,"321","328",3449,14,0.41
4761,48,61,27.90000,27.99000,"328","335",3623,13,0.36
4762,48,62,27.90000,27.99000,"336","343",3549,12,0.34
4763,48,63,27.90000,27.99000,"344","351",3444,15,0.44
4764,48,64,27.90000,27.99000,"351","358",3299,9,0.27
4765,48,65,27.90000,27.99000,"358","366",3221,5,0.16
4766,48,66,27.90000,27.99000,"366","373",3242,10,0.31
4767,48,67,27.90000,27.99000,"374","382",3359,11,0.33
4768,48,68,27.90000,27.99000,"382","390",3235,7,0.22
4769,48,69,27.90000,27.99000,"391","399",3231,10,0.31
4770,48,70,27.90000,27.99000,"400","408",3094,11,0.36
4771,48,71,27.90000,27.99000,"408","417",3034,7,0.23
4772,48,72,27.90000,27.99000,"418","427",2996,11,0.37
4773,48,73,27.90000,27.99000,"427","437",2816,11,0.39
4774,48,74,27.90000,27.99000,"438","448",2943,14,0.48
4775,48,75,27.90000,27.99000,"449","459",2744,13,0.47
4776,48,76,27.90000,27.99000,"459","470",2761,8,0.29
4777,48,77,27.90000,27.99000,"470","481",2786,11,0.39
4778,48,78,27.90000,27.99000,"482","494",2709,12,0.44
4779,48,79,27.90000,27.99000,"494","507",2693,11,0.41
4780,48,80,27.90000,27.99000,"507","521",2559,8,0.31
4781,48,81,27.90000,27.99000,"521","537",2644,12,0.45
4782,48,82,27.90000,27.99000,"537","552",2530,22,0.87
4783,48,83,27.90000,27.99000,"552","563",2436,18,0.74
4784,48,84,27.90000,27.99000,"563","576",2434,15,0.62
4785,48,85,27.90000,27.99000,"576","590",2439,12,0.49
4786,48,86,27.90000,27.99000,"590","604",2385,21,0.88
4787,48,87,27.90000,27.99000,"604","619",2383,22,0.92
4788,48,88,27.90000,27.99000,"619","635",2376,23,0.97
4789,48,89,27.90000,27.99000,"635","651",2202,22,1.00
4790,48,90,27.90000,27.99000,"651","664",2074,17,0.82
4791,48,91,27.90000,27.99000,"665","679",1970,18,0.91
4792,48,92,27.90000,27.99000,"679","696",1839,19,1.03
4793,48,93,27.90000,27.99000,"696","713",1788,16,0.89
4794,48,94,27.90000,27.99000,"713","733",1515,11,0.73
4795,48,95,27.90000,27.99000,"733","753",1449,10,0.69
4796,48,96,27.90000,27.99000,"753","769",1277,11,0.86
4797,48,97,27.90000,27.99000,"769","789",1153,7,0.61
4798,48,98,27.90000,27.99000,"789","810",983,11,1.12
4799,48,99,27.90000,27.99000,"811","838",764,5,0.65
4800,48,100,27.90000,27.99000,"839","992",535,8,1.50
4801,49,1,27.99000,29.16000,"002","019",2603,0,0.00
4802,49,2,27.99000,29.17000,"019","026",3195,0,0.00
4803,49,3,27.99000,29.17000,"026","032",3437,1,0.03
4804,49,4,27.99000,29.17000,"032","037",3874,0,0.00
4805,49,5,27.99000,29.17000,"037","041",4076,2,0.05
4806,49,6,27.99000,29.17000,"041","045",4042,0,0.00
4807,49,7,27.99000,29.17000,"045","048",3999,5,0.13
4808,49,8,27.99000,29.17000,"048","051",4544,3,0.07
4809,49,9,27.99000,29.17000,"052","055",4347,0,0.00
4810,49,10,27.99000,29.16000,"056","059",4348,1,0.02
4811,49,11,27.99000,29.17000,"059","063",4103,1,0.02
4812,49,12,27.99000,29.17000,"063","066",4160,10,0.24
4813,49,13,27.99000,29.17000,"066","069",4369,9,0.21
4814,49,14,27.99000,29.17000,"070","073",4623,3,0.06
4815,49,15,27.99000,29.17000,"073","076",4242,4,0.09
4816,49,16,27.99000,29.17000,"076","079",4396,4,0.09
4817,49,17,27.99000,29.17000,"080","083",4331,2,0.05
4818,49,18,27.99000,29.17000,"083","086",4169,5,0.12
4819,49,19,27.99000,29.17000,"086","089",4729,4,0.08
4820,49,20,27.99000,29.17000,"089","092",4122,3,0.07
4821,49,21,27.99000,29.17000,"092","096",4002,4,0.10
4822,49,22,27.99000,29.17000,"096","099",4704,1,0.02
4823,49,23,27.99000,29.17000,"099","103",4108,2,0.05
4824,49,24,27.99000,29.17000,"104","109",4526,2,0.04
4825,49,25,27.99000,29.17000,"109","114",4279,1,0.02
4826,49,26,27.99000,29.17000,"114","120",4213,2,0.05
4827,49,27,27.99000,29.17000,"120","125",4324,2,0.05
4828,49,28,27.99000,29.17000,"126","131",4460,1,0.02
4829,49,29,27.99000,29.17000,"131","137",4037,5,0.12
4830,49,30,27.99000,29.17000,"137","143",4257,5,0.12
4831,49,31,27.99000,29.17000,"143","148",4247,10,0.24
4832,49,32,27.99000,29.17000,"148","154",4173,2,0.05
4833,49,33,27.99000,29.17000,"154","159",4403,5,0.11
4834,49,34,27.99000,29.17000,"160","165",4170,4,0.10
4835,49,35,27.99000,29.17000,"165","171",4143,5,0.12
4836,49,36,27.99000,29.17000,"171","176",4055,5,0.12
4837,49,37,27.99000,29.17000,"176","182",4052,6,0.15
4838,49,38,27.99000,29.17000,"182","188",4165,5,0.12
4839,49,39,27.99000,29.17000,"188","194",4022,3,0.07
4840,49,40,27.99000,29.17000,"194","200",3985,4,0.10
4841,49,41,27.99000,29.17000,"200","206",4078,2,0.05
4842,49,42,27.99000,29.17000,"206","211",4067,6,0.15
4843,49,43,27.99000,29.17000,"212","217",3983,14,0.35
4844,49,44,27.99000,29.16000,"218","223",3908,4,0.10
4845,49,45,27.99000,29.17000,"224","229",3685,4,0.11
4846,49,46,27.99000,29.17000,"230","236",3807,7,0.18
4847,49,47,27.99000,29.17000,"236","242",3853,5,0.13
4848,49,48,27.99000,29.17000,"242","249",3939,13,0.33
4849,49,49,27.99000,29.17000,"249","255",3794,8,0.21
4850,49,50,27.99000,29.17000,"255","261",3913,4,0.10
4851,49,51,27.99000,29.17000,"261","267",3866,13,0.34
4852,49,52,27.99000,29.17000,"267","273",3776,5,0.13
4853,49,53,27.99000,29.17000,"274","280",3622,6,0.17
4854,49,54,27.99000,29.17000,"280","287",3869,3,0.08
4855,49,55,27.99000,29.17000,"287","294",3479,10,0.29
4856,49,56,27.99000,29.17000,"294","301",3822,13,0.34
4857,49,57,27.99000,29.17000,"301","307",3759,7,0.19
4858,49,58,27.99000,29.17000,"308","314",3399,10,0.29
4859,49,59,27.99000,29.17000,"314","321",3744,9,0.24
4860,49,60,27.99000,29.17000,"321","328",3427,7,0.20
4861,49,61,27.99000,29.17000,"328","335",3584,9,0.25
4862,49,62,27.99000,29.17000,"336","343",3715,9,0.24
4863,49,63,27.99000,29.17000,"344","351",3429,4,0.12
4864,49,64,27.99000,29.17000,"351","358",3385,9,0.27
4865,49,65,27.99000,29.17000,"358","366",3499,14,0.40
4866,49,66,27.99000,29.17000,"366","373",3524,5,0.14
4867,49,67,27.99000,29.17000,"374","382",3442,6,0.17
4868,49,68,27.99000,29.17000,"382","390",3365,11,0.33
4869,49,69,27.99000,29.17000,"391","399",3430,7,0.20
4870,49,70,27.99000,29.17000,"400","408",3488,10,0.29
4871,49,71,27.99000,29.17000,"408","417",3375,12,0.36
4872,49,72,27.99000,29.17000,"418","427",3237,13,0.40
4873,49,73,27.99000,29.17000,"427","437",3353,9,0.27
4874,49,74,27.99000,29.17000,"438","448",3270,10,0.31
4875,49,75,27.99000,29.17000,"449","459",3270,12,0.37
4876,49,76,27.99000,29.17000,"459","470",3350,11,0.33
4877,49,77,27.99000,29.17000,"470","481",3309,6,0.18
4878,49,78,27.99000,29.17000,"482","494",3192,6,0.19
4879,49,79,27.99000,29.17000,"494","507",3199,15,0.47
4880,49,80,27.99000,29.17000,"507","521",3303,10,0.30
4881,49,81,27.99000,29.17000,"521","537",3041,14,0.46
4882,49,82,27.99000,29.17000,"537","552",3046,12,0.39
4883,49,83,27.99000,29.17000,"552","563",3096,27,0.87
4884,49,84,27.99000,29.17000,"563","576",3098,16,0.52
4885,49,85,27.99000,29.17000,"576","590",3136,19,0.61
4886,49,86,27.99000,29.17000,"590","604",3125,15,0.48
4887,49,87,27.99000,29.17000,"604","619",3025,19,0.63
4888,49,88,27.99000,29.17000,"619","635",3063,15,0.49
4889,49,89,27.99000,29.17000,"635","651",2942,32,1.09
4890,49,90,27.99000,29.17000,"651","664",2950,10,0.34
4891,49,91,27.99000,29.17000,"665","679",2731,22,0.81
4892,49,92,27.99000,29.17000,"679","696",2685,15,0.56
4893,49,93,27.99000,29.17000,"696","713",2586,15,0.58
4894,49,94,27.99000,29.17000,"713","733",2466,20,0.81
4895,49,95,27.99000,29.17000,"733","753",2420,23,0.95
4896,49,96,27.99000,29.17000,"753","769",2356,15,0.64
4897,49,97,27.99000,29.17000,"769","789",2097,18,0.86
4898,49,98,27.99000,29.17000,"789","810",2053,25,1.22
4899,49,99,27.99000,29.17000,"811","838",1819,25,1.37
4900,49,100,27.99000,29.17000,"839","994",1507,12,0.80
4901,50,1,29.17000,29.90000,"002","019",4288,0,0.00
4902,50,2,29.17000,29.90000,"019","026",4931,2,0.04
4903,50,3,29.17000,29.90000,"026","032",4828,4,0.08
4904,50,4,29.17000,29.90000,"032","037",5237,1,0.02
4905,50,5,29.17000,29.90000,"037","041",5037,5,0.10
4906,50,6,29.17000,29.90000,"041","045",4933,2,0.04
4907,50,7,29.17000,29.90000,"045","048",4667,4,0.09
4908,50,8,29.17000,29.90000,"048","051",5258,4,0.08
4909,50,9,29.17000,29.90000,"052","055",4886,7,0.14
4910,50,10,29.17000,29.90000,"056","059",4841,7,0.14
4911,50,11,29.17000,29.90000,"059","063",4741,10,0.21
4912,50,12,29.17000,29.90000,"063","066",4759,7,0.15
4913,50,13,29.17000,29.90000,"066","069",4574,4,0.09
4914,50,14,29.17000,29.90000,"070","073",5128,5,0.10
4915,50,15,29.17000,29.90000,"073","076",4388,6,0.14
4916,50,16,29.17000,29.90000,"076","079",4950,3,0.06
4917,50,17,29.17000,29.90000,"080","083",4837,5,0.10
4918,50,18,29.17000,29.90000,"083","086",4435,4,0.09
4919,50,19,29.17000,29.90000,"086","089",5026,6,0.12
4920,50,20,29.17000,29.90000,"089","092",4213,7,0.17
4921,50,21,29.17000,29.90000,"092","096",4206,6,0.14
4922,50,22,29.17000,29.90000,"096","099",4930,4,0.08
4923,50,23,29.17000,29.90000,"099","103",4213,5,0.12
4924,50,24,29.17000,29.90000,"104","109",4718,3,0.06
4925,50,25,29.17000,29.90000,"109","114",4280,3,0.07
4926,50,26,29.17000,29.90000,"114","120",4360,6,0.14
4927,50,27,29.17000,29.90000,"120","125",4357,5,0.11
4928,50,28,29.17000,29.90000,"126","131",4730,5,0.11
4929,50,29,29.17000,29.90000,"131","137",4454,9,0.20
4930,50,30,29.17000,29.90000,"137","143",4236,6,0.14
4931,50,31,29.17000,29.90000,"143","148",4383,5,0.11
4932,50,32,29.17000,29.90000,"148","154",4258,8,0.19
4933,50,33,29.17000,29.90000,"154","159",4481,3,0.07
4934,50,34,29.17000,29.90000,"160","165",4349,3,0.07
4935,50,35,29.17000,29.90000,"165","171",4286,9,0.21
4936,50,36,29.17000,29.90000,"171","176",4061,6,0.15
4937,50,37,29.17000,29.90000,"176","182",4110,7,0.17
4938,50,38,29.17000,29.90000,"182","188",4286,10,0.23
4939,50,39,29.17000,29.90000,"188","194",4199,5,0.12
4940,50,40,29.17000,29.90000,"194","200",4096,5,0.12
4941,50,41,29.17000,29.90000,"200","206",4164,4,0.10
4942,50,42,29.17000,29.90000,"206","211",4402,10,0.23
4943,50,43,29.17000,29.90000,"212","217",4388,8,0.18
4944,50,44,29.17000,29.90000,"218","223",4362,10,0.23
4945,50,45,29.17000,29.90000,"224","229",4162,5,0.12
4946,50,46,29.17000,29.90000,"230","236",4249,7,0.16
4947,50,47,29.17000,29.90000,"236","242",4374,8,0.18
4948,50,48,29.17000,29.90000,"242","249",4371,9,0.21
4949,50,49,29.17000,29.90000,"249","255",3997,7,0.18
4950,50,50,29.17000,29.90000,"255","261",4163,9,0.22
4951,50,51,29.17000,29.90000,"261","267",3925,10,0.25
4952,50,52,29.17000,29.90000,"267","273",3792,9,0.24
4953,50,53,29.17000,29.90000,"274","280",3542,7,0.20
4954,50,54,29.17000,29.90000,"280","287",3694,7,0.19
4955,50,55,29.17000,29.90000,"287","294",3237,11,0.34
4956,50,56,29.17000,29.90000,"294","301",3442,5,0.15
4957,50,57,29.17000,29.90000,"301","307",3150,14,0.44
4958,50,58,29.17000,29.90000,"307","314",2936,12,0.41
4959,50,59,29.17000,29.90000,"314","321",3264,11,0.34
4960,50,60,29.17000,29.90000,"321","328",2819,11,0.39
4961,50,61,29.17000,29.90000,"328","335",3041,17,0.56
4962,50,62,29.17000,29.90000,"336","343",3021,13,0.43
4963,50,63,29.17000,29.90000,"344","351",2910,14,0.48
4964,50,64,29.17000,29.90000,"351","358",2827,7,0.25
4965,50,65,29.17000,29.90000,"358","366",2788,10,0.36
4966,50,66,29.17000,29.90000,"366","373",2835,7,0.25
4967,50,67,29.17000,29.90000,"374","382",2885,14,0.49
4968,50,68,29.17000,29.90000,"382","390",2812,11,0.39
4969,50,69,29.17000,29.90000,"391","399",2764,12,0.43
4970,50,70,29.17000,29.90000,"400","408",2837,22,0.78
4971,50,71,29.17000,29.90000,"408","417",2727,13,0.48
4972,50,72,29.17000,29.90000,"418","427",2809,9,0.32
4973,50,73,29.17000,29.90000,"427","438",2722,15,0.55
4974,50,74,29.17000,29.90000,"438","448",2830,15,0.53
4975,50,75,29.17000,29.90000,"449","459",2817,14,0.50
4976,50,76,29.17000,29.90000,"459","470",2608,16,0.61
4977,50,77,29.17000,29.90000,"470","481",2652,16,0.60
4978,50,78,29.17000,29.90000,"482","494",2747,10,0.36
4979,50,79,29.17000,29.90000,"494","507",2816,13,0.46
4980,50,80,29.17000,29.90000,"507","521",2577,22,0.85
4981,50,81,29.17000,29.90000,"521","537",2656,19,0.72
4982,50,82,29.17000,29.90000,"537","552",2580,17,0.66
4983,50,83,29.17000,29.90000,"552","563",2640,19,0.72
4984,50,84,29.17000,29.90000,"563","576",2605,18,0.69
4985,50,85,29.17000,29.90000,"576","590",2666,21,0.79
4986,50,86,29.17000,29.90000,"590","604",2723,29,1.07
4987,50,87,29.17000,29.90000,"604","619",2673,22,0.82
4988,50,88,29.17000,29.90000,"619","635",2602,23,0.88
4989,50,89,29.17000,29.90000,"635","651",2583,25,0.97
4990,50,90,29.17000,29.90000,"651","664",2508,17,0.68
4991,50,91,29.17000,29.90000,"665","679",2407,25,1.04
4992,50,92,29.17000,29.90000,"679","696",2292,25,1.09
4993,50,93,29.17000,29.90000,"696","713",2284,23,1.01
4994,50,94,29.17000,29.90000,"713","733",2205,27,1.22
4995,50,95,29.17000,29.90000,"733","753",2164,31,1.43
4996,50,96,29.17000,29.90000,"753","769",2078,27,1.30
4997,50,97,29.17000,29.90000,"769","789",2020,25,1.24
4998,50,98,29.17000,29.90000,"789","810",1988,55,2.77
4999,50,99,29.17000,29.90000,"811","838",1954,58,2.97
5000,50,100,29.17000,29.90000,"839","998",1749,61,3.49
5001,51,1,29.90000,30.00000,"003","019",6124,5,0.08
5002,51,2,29.90000,30.00000,"019","026",5536,0,0.00
5003,51,3,29.90000,30.00000,"026","032",4706,3,0.06
5004,51,4,29.90000,30.00000,"032","037",4364,6,0.14
5005,51,5,29.90000,30.00000,"037","041",3964,4,0.10
5006,51,6,29.90000,30.00000,"041","045",3502,3,0.09
5007,51,7,29.90000,30.00000,"045","048",3301,0,0.00
5008,51,8,29.90000,30.00000,"048","051",3643,1,0.03
5009,51,9,29.90000,30.00000,"052","055",3461,5,0.14
5010,51,10,29.90000,30.00000,"056","059",3373,6,0.18
5011,51,11,29.90000,30.00000,"059","063",3242,4,0.12
5012,51,12,29.90000,30.00000,"063","066",3187,1,0.03
5013,51,13,29.90000,30.00000,"066","069",3260,3,0.09
5014,51,14,29.90000,30.00000,"070","073",3482,5,0.14
5015,51,15,29.90000,30.00000,"073","076",3235,3,0.09
5016,51,16,29.90000,30.00000,"076","079",3470,5,0.14
5017,51,17,29.90000,30.00000,"080","083",3397,3,0.09
5018,51,18,29.90000,30.00000,"083","086",3209,3,0.09
5019,51,19,29.90000,30.00000,"086","089",3706,5,0.13
5020,51,20,29.90000,30.00000,"089","092",3281,2,0.06
5021,51,21,29.90000,30.00000,"092","096",3207,3,0.09
5022,51,22,29.90000,30.00000,"096","099",3652,2,0.05
5023,51,23,29.90000,30.00000,"099","103",3289,2,0.06
5024,51,24,29.90000,30.00000,"104","109",3548,4,0.11
5025,51,25,29.90000,30.00000,"109","114",3334,7,0.21
5026,51,26,29.90000,30.00000,"114","120",3478,7,0.20
5027,51,27,29.90000,30.00000,"120","125",3544,6,0.17
5028,51,28,29.90000,30.00000,"126","131",3541,8,0.23
5029,51,29,29.90000,30.00000,"131","137",3385,3,0.09
5030,51,30,29.90000,30.00000,"137","143",3327,5,0.15
5031,51,31,29.90000,30.00000,"143","148",3282,4,0.12
5032,51,32,29.90000,30.00000,"148","154",3392,6,0.18
5033,51,33,29.90000,30.00000,"154","159",3521,8,0.23
5034,51,34,29.90000,30.00000,"160","165",3492,4,0.11
5035,51,35,29.90000,30.00000,"165","171",3427,9,0.26
5036,51,36,29.90000,30.00000,"171","176",3443,3,0.09
5037,51,37,29.90000,30.00000,"176","182",3365,7,0.21
5038,51,38,29.90000,30.00000,"182","188",3426,3,0.09
5039,51,39,29.90000,30.00000,"188","194",3426,7,0.20
5040,51,40,29.90000,30.00000,"194","200",3560,8,0.22
5041,51,41,29.90000,30.00000,"200","206",3484,6,0.17
5042,51,42,29.90000,30.00000,"206","211",3717,5,0.13
5043,51,43,29.90000,30.00000,"212","217",3707,7,0.19
5044,51,44,29.90000,30.00000,"218","223",3599,8,0.22
5045,51,45,29.90000,30.00000,"224","229",3531,9,0.25
5046,51,46,29.90000,30.00000,"230","236",3485,7,0.20
5047,51,47,29.90000,30.00000,"236","242",3573,6,0.17
5048,51,48,29.90000,30.00000,"242","249",3697,5,0.14
5049,51,49,29.90000,30.00000,"249","255",3773,9,0.24
5050,51,50,29.90000,30.00000,"255","261",3722,6,0.16
5051,51,51,29.90000,30.00000,"261","267",3784,6,0.16
5052,51,52,29.90000,30.00000,"267","273",3700,7,0.19
5053,51,53,29.90000,30.00000,"274","280",3702,7,0.19
5054,51,54,29.90000,30.00000,"280","287",3917,7,0.18
5055,51,55,29.90000,30.00000,"287","294",3620,10,0.28
5056,51,56,29.90000,30.00000,"294","301",3942,9,0.23
5057,51,57,29.90000,30.00000,"301","307",3915,11,0.28
5058,51,58,29.90000,30.00000,"308","314",3527,8,0.23
5059,51,59,29.90000,30.00000,"314","321",3941,10,0.25
5060,51,60,29.90000,30.00000,"321","328",3656,9,0.25
5061,51,61,29.90000,30.00000,"328","335",3775,15,0.40
5062,51,62,29.90000,30.00000,"336","343",3784,9,0.24
5063,51,63,29.90000,30.00000,"344","351",3763,15,0.40
5064,51,64,29.90000,30.00000,"351","358",3623,14,0.39
5065,51,65,29.90000,30.00000,"358","366",3788,11,0.29
5066,51,66,29.90000,30.00000,"366","373",3785,15,0.40
5067,51,67,29.90000,30.00000,"374","382",3781,16,0.42
5068,51,68,29.90000,30.00000,"382","390",3679,16,0.43
5069,51,69,29.90000,30.00000,"391","399",3609,15,0.42
5070,51,70,29.90000,30.00000,"400","408",3675,19,0.52
5071,51,71,29.90000,30.00000,"408","417",3616,19,0.53
5072,51,72,29.90000,30.00000,"418","427",3727,14,0.38
